Corredor,place,gender,age,home,time
5599,5750,Female,30,CA,230.7333333
18511,18841,Male,41,GER,301.7166667
21782,22137,Male,31,NY,348.3
1143,1188,Male,49,NED,193.05
7808,7995,Male,50,TX,242.9833333
15654,15937,Female,42,NY,278.8666667
18348,18677,Male,55,GER,300.4666667
3072,3181,Male,28,NY,215.1
21545,21900,Female,40,NY,341.7166667
7247,7430,Male,30,GBR,239.7666667
21629,21984,Male,40,MO,343.85
20357,20704,Female,36,NY,323.05
8059,8252,Female,25,NY,245.4833333
23157,23528,Male,35,IRL,436.2333333
21602,21957,Female,37,NED,342.9333333
12928,13181,Male,40,NY,271.35
16714,17017,Female,32,NY,289.7166667
22000,22356,Female,23,NJ,353.2666667
23255,23627,Male,45,GBR,478.0166667
4418,4549,Male,46,BRA,224.65
11850,12090,Female,31,GBR,263.4666667
9359,9567,Male,32,NY,251.1333333
15027,15300,Male,30,COL,278.2833333
16944,17251,Female,31,CO,290.75
16506,16804,Female,22,NY,288.2833333
17937,18264,Female,44,NY,299.9666667
9439,9649,Male,33,CA,250.15
23008,23378,Female,32,NY,411.5666667
433,451,Male,41,OR,176.05
5282,5427,Female,42,GBR,230.75
13486,13745,Female,31,NY,273.2666667
4161,4288,Male,50,SUI,223.15
10518,10743,Male,39,ITA,256.55
999,1036,Male,42,MI,190.4
14942,15215,Male,48,FRA,280.6
8217,8413,Male,42,TX,246.3333333
20557,20905,Female,37,SUR,324.2166667
17727,18050,Male,29,GBR,294.6
11725,11965,Female,30,GER,262.35
23055,23425,Male,62,NY,416.9666667
7600,7785,Male,53,ITA,242.6333333
4465,4597,Male,38,NZL,224.45
12418,12669,Female,31,NY,263.8666667
4252,4380,Male,41,CA,223.55
16235,16529,Male,33,LUX,287.5333333
1667,1730,Female,39,WA,201.35
20156,20500,Male,52,PR,319.4333333
7863,8051,Female,46,NY,244.85
9825,10038,Male,41,NJ,255.0333333
7535,7720,Male,30,ITA,242.2833333
3627,3745,Male,49,LUX,220.0166667
21512,21867,Female,58,GBR,340.65
11089,11319,Male,33,NED,259.1
53,54,Male,37,AK,147.3333333
4105,4232,Male,27,ITA,222.8666667
6208,6372,Male,31,FL,235.6666667
317,329,Male,34,NY,171.2833333
13629,13889,Male,43,SUI,271.5
16464,16759,Male,52,NY,285.5166667
10796,11024,Female,43,GBR,258.25
21198,21552,Female,33,NY,334.2166667
11225,11457,Male,56,GAU,261.8333333
16619,16921,Female,33,NY,289.15
13178,13433,Male,49,GBR,269.9666667
17276,17592,Male,52,NY,292.2333333
7006,7184,Female,41,NY,237.1833333
14384,14650,Female,30,NY,275.35
17979,18306,Female,31,CA,298.0166667
22987,23357,Male,54,GBR,411.1833333
8576,8776,Male,32,FRA,248.6
2084,2161,Male,34,NY,205.5666667
21868,22223,Female,33,SUI,346.2833333
17178,17492,Male,51,VEN,294.9666667
18644,18975,Male,35,CA,305.1166667
13992,14256,Male,49,DEN,271.8
5359,5505,Male,36,CAN,230.3333333
4224,4351,Male,45,ITA,224.0666667
19957,20296,Male,30,FL,316.5
14337,14603,Male,44,NED,274.6333333
8817,9019,Male,39,NJ,248.2
21839,22194,Female,34,CA,347.7666667
14690,14961,Female,57,SUI,274.25
9271,9475,Male,30,GA,249.2833333
20870,21222,Male,34,NJ,329.45
7004,7181,Male,30,MA,236.4333333
19707,20045,Female,48,FRA,313.1166667
13875,14137,Female,41,NY,274.0333333
7573,7758,Male,49,FRA,240.4166667
16487,16783,Male,67,NY,285.85
14094,14359,Male,47,GBR,275.3
19763,20101,Female,20,PA,310.05
14464,14730,Female,51,CO,271.8166667
21690,22045,Male,42,NY,348.0833333
10506,10731,Female,32,NY,258.5833333
10420,10643,Male,41,NJ,252.8333333
6861,7038,Male,40,NY,238.6666667
6731,6904,Male,38,NY,238.1666667
1787,1854,Male,51,DEN,202.4333333
2993,3101,Male,30,CA,213.9666667
6009,6168,Male,40,FRA,234.65
1665,1728,Male,32,CA,200.3166667
14386,14652,Female,31,NY,277.0833333
18731,19062,Male,22,NY,302.5
9380,9588,Male,44,NED,253.5666667
11079,11309,Female,38,SUI,259.7666667
20663,21012,Male,24,NY,322.7666667
11314,11548,Male,54,NED,258.7166667
20733,21082,Male,48,NY,328.5
10209,10429,Male,40,TX,255.6166667
21036,21388,Female,42,GBR,329.6833333
3336,3450,Male,29,NED,218.0166667
19250,19585,Male,32,NY,309.7166667
16026,16315,Male,42,NY,284.2333333
5487,5637,Male,50,GBR,231.4166667
22128,22486,Male,51,FL,352.3666667
17086,17397,Male,35,NY,291.2666667
18761,19092,Female,34,NY,303.45
18540,18870,Male,46,NED,303.2666667
18078,18407,Female,30,NY,293.5333333
9321,9527,Female,26,NY,252.0666667
10192,10412,Male,45,AUT,254.4333333
6216,6380,Female,27,NY,235.9
3252,3365,Male,28,RSA,215.6666667
19255,19590,Male,40,FRA,305.05
385,399,Male,36,WA,174.7666667
17295,17611,Male,55,CA,294.1
12458,12709,Male,37,ITA,267.05
22722,23090,Male,63,ITA,385.1666667
19677,20014,Male,35,NY,313.15
12112,12356,Male,37,ITA,264.8833333
19735,20073,Male,32,NY,312
420,437,Male,30,GBR,175.7666667
3064,3173,Male,42,NY,215.1
19517,19854,Female,36,NY,312.55
6645,6817,Male,42,MEX,238.25
19857,20195,Female,31,NC,315.9666667
1190,1236,Male,36,MA,193.6833333
3257,3370,Female,23,NY,217.4833333
14766,15038,Male,50,CA,279.3166667
8804,9006,Male,21,NJ,248.55
3776,3897,Female,22,TN,218.7166667
3857,3981,Female,28,IL,221.85
14618,14886,Female,45,BER,277.6333333
7850,8038,Male,48,NED,243.4333333
21836,22191,Male,62,CA,347.3166667
10348,10571,Male,41,NJ,258.0166667
14648,14918,Male,34,WI,279.05
14684,14955,Male,41,VA,276.9
750,779,Male,26,AUS,184.2
4330,4459,Male,28,GBR,224.5833333
6491,6661,Male,50,NED,236.0166667
2238,2319,Male,61,VEN,207.1666667
13742,14003,Male,43,ITA,275.2666667
18037,18364,Female,35,MA,297.2
9587,9800,Female,26,HI,254.45
8250,8447,Female,31,NC,244.6
11910,12152,Male,33,NY,265.3166667
4472,4604,Male,45,ITA,225.3333333
9713,9926,Male,32,GA,253.6333333
582,605,Male,57,PAR,180.75
9520,9733,Male,54,FRA,251.4333333
1188,1234,Male,51,NY,194.0666667
14501,14767,Male,52,FRA,273.8666667
7493,7678,Male,53,NJ,240.9
17047,17356,Male,36,GBR,290.1333333
22798,23168,Female,56,FRA,390
16339,16633,Female,30,NY,283.0833333
7424,7609,Male,36,NOR,239.2666667
3428,3544,Male,29,NED,218.2666667
18655,18986,Female,31,CA,304.4
1057,1098,Male,47,JPN,191.1333333
4976,5114,Male,42,FRA,226.7333333
3562,3680,Male,33,NY,219.7833333
5737,5890,Female,43,CA,233.9166667
19745,20083,Male,52,FRA,315.35
10335,10558,Male,55,NY,258.4
408,425,Female,26,NY,175.5333333
18650,18981,Female,22,MEX,304.8333333
1619,1678,Male,39,FRA,200.55
18505,18835,Male,30,TN,298.5833333
2825,2926,Male,32,NY,213.05
8829,9031,Male,34,NY,247.95
20872,21224,Male,43,NY,328.9333333
15821,16108,Female,44,GER,283.6333333
1355,1407,Male,44,NY,195.2833333
17804,18129,Male,34,NED,297.5666667
3889,4013,Female,32,NY,221.9166667
9328,9534,Male,41,GER,250.9166667
13393,13651,Male,67,NJ,270.8
6660,6832,Male,41,NY,236.9833333
21100,21452,Female,27,NY,329.3333333
10339,10562,Male,44,NY,256.5833333
10794,11022,Female,41,MA,257.55
23250,23622,Male,33,NY,475.3666667
10982,11211,Male,55,NY,258.6666667
14334,14600,Female,50,GBR,272.6666667
18367,18696,Female,44,FRA,299.8
8816,9018,Male,31,FRA,247.7666667
8688,8890,Female,23,CT,249.4833333
22585,22953,Male,49,NM,374.25
11826,12066,Male,50,GER,264.5833333
16756,17060,Female,42,NY,285
5022,5160,Male,21,NOR,228.4666667
5999,6158,Male,33,ESP,232.9
4690,4823,Male,64,JPN,227.4166667
3871,3995,Female,30,NY,221.5166667
13306,13562,Male,30,GBR,269.9166667
20875,21227,Male,29,GBR,328.2333333
21566,21921,Female,35,NY,344.1
7216,7399,Female,23,MA,240.9333333
3651,3769,Male,41,FRA,219.9
962,997,Male,37,FRA,189.6833333
15375,15654,Female,42,GBR,281.7833333
927,961,Male,49,GBR,189.1
16361,16655,Male,65,CA,287.1
4089,4216,Male,24,NY,221.35
22016,22372,Male,43,NY,351.3166667
11395,11629,Male,31,NY,259.4333333
17590,17911,Male,52,DC,297.8666667
5937,6096,Female,42,NJ,235.0333333
836,867,Male,53,AUT,186.7833333
21383,21737,Male,40,NY,336.75
1992,2063,Male,34,CT,205.35
2194,2273,Male,34,CA,206.3333333
18434,18763,Male,50,PER,301
18464,18793,Female,33,NY,298.2333333
18087,18416,Female,32,NY,296.6333333
20980,21332,Male,41,PER,333.5833333
14217,14483,Female,62,NY,277.6833333
14681,14952,Female,24,TX,278.15
13679,13939,Female,60,NY,274.65
13618,13878,Female,47,GER,270.7
8716,8918,Male,51,MN,248.55
4951,5088,Male,41,CT,228.1333333
4853,4989,Female,22,NY,227.4
15103,15377,Female,33,IL,276.5666667
4287,4416,Male,48,NJ,222.9833333
13141,13395,Male,54,NY,269.6333333
9369,9577,Female,34,NY,250.3
7856,8044,Male,52,MD,242.5166667
2264,2348,Male,41,FRA,207.65
456,475,Male,35,AUT,177.0833333
18494,18824,Female,34,NH,300.2666667
20591,20940,Female,41,TX,326.75
11493,11729,Male,32,CA,257.8833333
8348,8546,Female,32,NY,245.1833333
17924,18250,Male,60,GER,298.7666667
11500,11736,Female,27,NY,261.7666667
2877,2979,Female,32,NJ,213.7666667
1405,1457,Male,40,NY,197.8833333
21916,22271,Female,55,CT,349.85
9570,9783,Male,42,OR,253.9833333
14234,14500,Male,48,SUI,272.5
100,104,Male,27,NJ,156
7027,7207,Male,25,NY,239.8
4654,4787,Female,30,CAN,225.3
17430,17751,Male,36,TX,292.4833333
22163,22521,Female,42,CA,353.5666667
11981,12225,Male,30,GBR,264.1166667
15236,15514,Male,40,NY,281.4
20863,21215,Male,53,MA,331.7
6238,6402,Male,35,ITA,235.8
22642,23010,Male,69,MI,376.65
15733,16017,Male,24,NY,284.3166667
22691,23059,Male,51,CT,380.6833333
20188,20532,Male,29,NY,316.8166667
13477,13736,Female,33,CT,273
9151,9353,Male,30,NY,251.5833333
2200,2279,Male,21,NJ,206.1333333
17945,18272,Male,43,FL,298.4
13982,14246,Male,31,NY,275.55
13403,13661,Male,39,FRA,270.2833333
1595,1654,Male,35,ESP,200.55
15869,16157,Male,31,ITA,285.25
20530,20877,Male,29,SUI,324.6666667
13981,14245,Male,40,MA,273.7
13190,13446,Female,37,IN,267.6333333
1038,1079,Male,40,NED,191.3166667
13752,14013,Male,49,ITA,273.0333333
23273,23645,Female,46,NY,501.55
15901,16189,Female,51,TN,285.35
14889,15162,Female,50,GER,278.1166667
11547,11784,Female,40,NY,263.3833333
4079,4206,Male,27,CAN,223.3333333
15972,16261,Male,61,FRA,285.8833333
1090,1131,Male,37,GBR,191.9166667
16419,16713,Female,53,IRL,289.0166667
13977,14241,Female,21,NY,276.05
8527,8726,Male,55,GER,240.9666667
